"taxparcelnumber","location_value"
"7935200090","Low"
"7935200110","Low"
"7935200160","Low"
"7935200240","Low"
"7935200250","Low"
"7940400090","Other"
"7940400122","Other"
"7950000020","Low"
"7950000040","Low"
"7950000090","Low"
"7950000100","Low"
"7953500020","High"
"7953500040","High"
"7953500050","High"
"7953500210","High"
"7953500220","High"
"7953500260","High"
"7953500320","High"
"7953500350","High"
"7953500360","High"
"7953500440","High"
"7953500450","High"
"7953500470","High"
"7953500480","High"
"7953500510","High"
"7953500560","High"
"7953500630","High"
"7953500650","High"
"7953500660","High"
"7953500670","High"
"7953500690","High"
"7953500710","High"
"7953520020","High"
"7953520030","High"
"7953520050","High"
"7953520090","High"
"7953520120","High"
"7953520170","High"
"7953520200","High"
"7953520220","High"
"7953520240","High"
"7953520410","High"
"7953520590","High"
"7953520630","High"
"7953520690","High"
"7953520710","High"
"7953520790","High"
"7953520800","High"
"7953520850","High"
"7953520870","High"
"7953520950","High"
"7953521020","High"
"7953530040","High"
"7953530100","High"
"7953530150","High"
"7953530160","High"
"7953530180","High"
"7953530190","High"
"7953530250","High"
"7953530260","High"
"7953540010","High"
"7953540070","High"
"7953540080","High"
"7953540130","High"
"7953540250","High"
"7954000020","Low"
"7954000070","Low"
"7954000100","Low"
"7954000130","Low"
"7954000140","Low"
"7954000150","Low"
"7954000161","Low"
"7954000191","Low"
"7954000210","Low"
"7954000250","Low"
"7954000330","Low"
"7954000350","Low"
"7954000360","Low"
"7954000381","Low"
"7954000430","Low"
"7954000480","Low"
"7954000510","Low"
"7954000730","Low"
"7954000740","Low"
"7954000830","Low"
"7954000870","Low"
"7954000880","Low"
"7954000890","Other"
"7954000930","Low"
"7954000940","Low"
"7954000950","Low"
"7954210010","High"
"7954210080","Low"
"7954210090","Low"
"7955000021","High"
"7955000051","High"
"7955000100","High"
"7955000111","High"
"7955000130","High"
"7955000220","High"
"7955000310","High"
"7955000320","High"
"7955000360","High"
"7955000390","High"
"7955000440","Low"
"7955000480","Low"
"7955000520","Low"
"7955000680","Low"
"7955000760","Low"
"7955000820","Low"
"7955000920","Low"
"7955000950","High"
"7955000980","Low"
"7955001010","Low"
"7955001050","Low"
"7975000083","Low"
"7975000084","Low"
"7975000091","Low"
"7975000099","Low"
"7975000160","Low"
"7982000310","High"
"7984000010","High"
"7984000020","Low"
"7984000050","High"
"7984000160","High"
"7984000210","High"
"7984000260","Other"
"7984000310","High"
"7984000370","High"
"7984000380","High"
"7984000430","High"
"7984000480","High"
"7985100190","Other"
"7996500011","Other"
"7996500060","Other"
"7996500070","Other"
"7996500080","Other"
"8000010200","Other"
"8000010742","Other"
"8000011390","Low"
"8000011596","Low"
"8000012550","Low"
"8000012930","Low"
"8000110220","Other"
"8000110541","Other"
"8000111721","Other"
"8000111780","Other"
"8000112131","Low"
"8000113185","Other"
"8000113187","Other"
"8000300080","High"
"8000300190","High"
"8000300350","High"
"8000300630","High"
"8000300640","High"
"8000300720","High"
"8000300760","High"
"8000430090","High"
"8000430110","High"
"8000430160","High"
"8000430210","High"
"8000430270","High"
"8000430290","High"
"8002010030","Other"
"8002010090","Other"
"8002010130","Other"
"8002010200","Other"
"8002010290","Other"
"8002010310","Other"
"8002010360","Other"
"8002010370","Other"
"8002020110","Other"
"8002020151","Other"
"8002020190","Other"
"8002020230","Other"
"8002020260","Other"
"8002020270","Other"
"8002020350","Other"
"8002020410","Other"
"8002020450","Other"
"8002020470","Other"
"8002020500","Other"
"8002020540","Other"
"8002020560","Other"
"8002020580","Other"
"8002020590","Other"
"8007000030","Low"
"8007000040","Low"
"8007000110","Low"
"8007000121","Low"
"8007000131","Low"
"8007000170","Low"
"8007000180","Low"
"8007020050","Low"
"8007020060","Low"
"8007020080","Low"
"8007020190","Low"
"8007020220","Low"
"8010000090","Other"
"8015000032","Low"
"8017000040","Low"
"8025000011","Other"
"8030000020","High"
"8030000030","High"
"8030000090","High"
"8030000100","High"
"8030000120","Other"
"8030000150","High"
"8030000192","High"
"8030000200","High"
"8030000201","High"
"8030000221","High"
"8030000240","High"
"8030000270","High"
"8030000321","High"
"8030000333","High"
"8030000480","Other"
"8030000500","Other"
"8033000030","Other"
"8033000070","Other"
"8033000080","Other"
"8033000090","Other"
"8033000110","Other"
"8033000120","Other"
"8035000040","Low"
"8035000160","Low"
"8035000190","Low"
"8035000200","Low"
"8035000210","Low"
"8035000251","Other"
"8037000040","Other"
"8037000130","Other"
"8037000200","Other"
"8037000210","Other"
"8037000230","Other"
"8037000250","Other"
"8037000270","Other"
"8037000390","Other"
"8037000400","Other"
"8037000410","Other"
"8037000530","Other"
"8037000570","Other"
"8037000580","Other"
"8037000600","Other"
"8040000050","Low"
"8040000060","Low"
"8040000100","Low"
"8040000131","Low"
"8040000134","Low"
"8040000217","Low"
"8040000251","Low"
"8040000281","Low"
"8040000282","Low"
"8040000292","Low"
"8040000460","Low"
"8040000471","Low"
"8040000481","Low"
"8040000490","Low"
"8040000560","Low"
"8040000590","Low"
"8040000610","Low"
"8040000620","Low"
"8040000641","Low"
"8040000642","Low"
"8040000670","Low"
"8040000700","Low"
"8040000710","Low"
"8040000720","Low"
"8040000750","Low"
"8040000770","Low"
"8040000780","Low"
"8040000860","Low"
"8045000070","Low"
"8045000080","Low"
"8045000110","Low"
"8045000141","Low"
"8045000370","Low"
"8045000400","Low"
"8045000412","Low"
"8045000460","Low"
"8045000480","Low"
"8045000490","Low"
"8045000500","Low"
"8045000510","Low"
"8045000541","Low"
"8045000590","Low"
"8045000610","Low"
"8045000630","Low"
"8045000650","Low"
"8045000681","Low"
"8045000700","Low"
"8045000710","Low"
"8045000770","Low"
"8045000920","Low"
"8045000940","Low"
"8045000970","Low"
"8045000990","Low"
"8045001010","Low"
"8045001070","Low"
"8045001140","Low"
"8045001240","Low"
"8050000020","Other"
"8050000070","Other"
"8050000100","Other"
"8050000120","Other"
"8050000140","Other"
"8050000161","Other"
"8050000162","Other"
"8050000260","Other"
"8050000270","Low"
"8050000340","Other"
"8050000360","Other"
"8050000390","Other"
"8050000460","Other"
"8050000490","Low"
"8050000520","Other"
"8050000540","Other"
"8050000560","Other"
"8050000600","Other"
"8050000621","Other"
"8050000882","Other"
"8050000883","Other"
"8050900020","High"
"8050900050","High"
"8050900130","High"
"8050900160","High"
"8051010010","Low"
"8051010050","Other"
"8051010100","Low"
"8051010170","Low"
"8051010210","Low"
"8051010330","Low"
"8051010400","Low"
"8051010430","Low"
"8051010460","High"
"8051010470","Low"
"8051010580","Low"
"8051010620","Low"
"8051010630","Low"
"8051010770","Low"
"8051010800","Low"
"8051010860","Low"
"8051010910","Low"
"8051020010","Low"
"8051020050","Low"
"8051020080","Low"
"8051020120","Low"
"8051020130","Low"
"8051020140","Low"
"8051020160","Low"
"8051020170","Low"
"8051020210","Low"
"8051020280","Low"
"8051020300","Low"
"8051020330","Low"
"8051020370","Low"
"8051020430","Other"
"8051020440","Low"
"8051020490","Low"
"8051020560","Low"
"8051020630","Low"
"8051020640","Low"
"8051020660","Low"
"8855000110","High"
"8855000140","High"
"8855200010","High"
"8855200070","High"
"8855200130","High"
"8855200140","High"
"8855300040","High"
"8855300070","High"
"8855300080","High"
"8855300100","High"
"8855300110","High"
"8855300140","High"
"8855300150","Other"
"8855300200","High"
"8855300230","High"
"8855300250","High"
"8855300260","High"
"8855300370","High"
"8855400020","High"
"8855400100","High"
"8855400110","High"
"8855400120","High"
"8855400180","High"
"8855400190","High"
"8857000050","Other"
"8865000220","High"
"8867000060","Low"
"8867000140","Low"
"8867000270","Low"
"8867000340","Low"
"8867000350","Low"
"8867000430","Low"
"8867000560","Low"
"8867000610","Low"
"8867000670","Low"
"8867000700","Low"
"8867000710","Low"
"8867000740","Low"
"8867020020","Low"
"8867020050","Low"
"8867020060","Low"
"8867090890","Other"
"8870000030","High"
"8870000040","High"
"8870000090","High"
"8870000100","High"
"8875000014","Low"
"8875000031","Low"
"8875000074","Low"
"8875000078","Low"
"8875000082","Low"
"8875000083","Low"
"8875000092","Low"
"8875000142","Low"
"8875000173","Low"
"8875000175","Low"
"8875000182","Low"
"8875000191","Low"
"8875000214","Low"
"8875000273","Low"
"8875000280","Low"
"8875000300","Low"
"8875000430","Low"
"8880000030","Other"
"8880200080","High"
"8880900160","Other"
"8888810050","High"
"8888820040","Other"
"8888830290","Other"
"8888840330","Low"
"8888840660","High"
"8888840950","Other"
"8888870860","High"
"8900000040","Low"
"8900000060","Other"
"8900000160","Low"
"8900000170","Low"
"8900000180","Low"
"8900000240","Low"
"8900000273","Low"
"8900000274","Low"
"8900000320","Low"
"8900000380","Low"
"8900000421","Low"
"8900000440","Low"
"8900000510","Low"
"8900000530","Low"
"8900000560","Low"
"8900000592","Low"
"8905000080","High"
"8905000151","Low"
"8905000180","Low"
"8905000321","Low"
"8905000510","Other"
"8905000731","High"
"8910000032","Other"
"8910000130","Other"
"8910000172","High"
"8910000440","High"
"8910000502","High"
"8910000522","High"
"8910000540","Other"
"8910000551","High"
"8910000571","Other"
"8910000723","High"
"8910000830","High"
"8910000880","Other"
"8910000911","High"
"8910000930","High"
"8910001080","High"
"8910001100","High"
"8910001130","High"
"8910001150","High"
"8910001190","High"
"8910001351","High"
"8910001381","High"
"8910001391","High"
"8910001410","High"
"8910001590","High"
"8910001610","High"
"8910001660","Low"
"8910001670","High"
"8910001684","Other"
"8910001800","High"
"8910001830","High"
"8910001900","High"
"8910001910","High"
"8910002040","Low"
"8920000362","High"
"8930000071","Low"
"8930000080","Low"
"8930000110","Low"
"8930000182","Low"
"8930000190","Low"
"8930000210","Low"
"8930000221","Low"
"8930000240","Low"
"8930000260","Low"
"8930000300","Low"
"8930000380","Low"
"8930000400","Low"
"8930000411","Low"
"8930000412","Low"
"8930000430","Low"
"8930000440","Low"
"8935010170","Low"
"8935010220","Low"
"8935010230","Low"
"8935010340","Low"
"8935010473","High"
"8935010510","Low"
"8935010530","Low"
"8935010680","Low"
"8935010720","Low"
"8935010760","Low"
"8935010830","Low"
"8935010890","Other"
"8935010920","High"
"8935010970","Low"
"8935010990","Low"
"8935011040","Low"
"8935011120","Low"
"8935011170","Low"
"8935011180","Low"
"8935011250","Low"
"8935011260","Low"
"8935011320","Low"
"8935011400","Low"
"8935011420","Low"
"8935011490","Low"
"8935011500","Low"
"8935011510","Low"
"8935011520","High"
"8935011560","Low"
"8935011590","Low"
"8935011650","Low"
"8935011660","Other"
"8935011820","Low"
"8935011861","Low"
"8935011862","Low"
"8935011900","Low"
"8935012020","Low"
"8935012091","Low"
"8935012110","High"
"8935012150","Low"
"8935012320","Other"
"8935012350","Other"
"8935012420","Low"
"8935012650","Low"
"8935012710","Low"
"8935012730","Low"
"8935012750","Low"
"8935012820","Low"
"8935012940","Low"
"8935012960","Low"
"8935012990","Low"
"8935013040","Low"
"8935013080","Other"
"8935013100","Low"
"8935013110","Low"
"8935013140","Low"
"8935013150","Low"
"8935013160","Low"
"8935013200","Low"
"8935013280","Low"
"8935013290","Low"
"8935013360","Low"
"8935013440","Low"
"8935013450","Low"
"8935013570","Low"
"8935013610","Low"
"8935013630","Other"
"8935013650","Low"
"8935013800","Other"
"8935013830","Low"
"8935013880","High"
"8935013980","Low"
"8935014030","Low"
"8935014070","Other"
"8935014110","Low"
"8935014130","Low"
"8935014180","Low"
"8935014200","Low"
"8935014320","Low"
"8935014330","Low"
"8935014340","Low"
"8935014360","Low"
"8935014370","Low"
"8935014450","Low"
"8935014460","Low"
"8935014500","Low"
"8935014560","Low"
"8935014690","Low"
"8935014730","Low"
"8935014750","Low"
"8935014860","Low"
"8935014970","Other"
"8935014980","Low"
"8935014990","High"
"8935015140","Low"
"8935015210","Low"
"8935015360","Low"
"8935015400","Low"
"8935015480","Low"
"8935015700","Low"
"8935015710","Low"
"8935015740","Low"
"8935015780","Low"
"8935015930","Low"
"8935015980","Low"
"8935016010","Low"
"8935016070","Low"
"8935016190","Low"
"8935016220","Low"
"8935016240","Low"
"8935016260","Low"
"8935016310","Low"
"8935016320","Low"
"8935016380","Low"
"8935016520","Low"
"8935016580","Low"
"8935016670","High"
"8935016680","Low"
"8935016690","Low"
"8935016750","Low"
"8935016830","Low"
"8935016850","Low"
"8935016910","Low"
"8935016920","Low"
"8935017040","Low"
"8935017061","Low"
"8935017120","Low"
"8935017170","Low"
"8935017290","Low"
"8935017301","Low"
"8935017340","Low"
"8935017400","Low"
"8935017420","Low"
"8935017480","Low"
"8935017510","Low"
"8935017600","Low"
"8935017640","Low"
"8935017710","High"
"8935017730","Other"
"8935017860","Low"
"8935017870","Low"
"8935017930","Other"
"8935017950","Other"
"8935017990","Low"
"8935018060","Low"
"8935018080","Low"
"8935018140","Low"
"8935018220","Low"
"8935018240","Low"
"8935018270","Low"
"8935018280","Low"
"8935018500","Low"
"8935018530","Low"
"8935018640","Low"
"8935020050","Low"
"8935020210","High"
"8935020250","High"
"8935020360","Low"
"8935020380","Low"
"8935020400","Low"
"8935020440","Low"
"8935020490","High"
"8935020520","Other"
"8935020610","Low"
"8935020620","Low"
"8935020750","Low"
"8935020860","Other"
"8935020890","Low"
"8935021170","Low"
"8935021190","Low"
"8935021200","Low"
"8935021292","Other"
"8935021350","Low"
"8935021380","Low"
"8935021420","High"
"8935021430","Low"
"8935021540","Low"
"8935021560","Low"
"8935021724","High"
"8935021860","Low"
"8935021980","Low"
"8935021990","Low"
"8935022031","Low"
"8935022040","Low"
"8935022080","High"
"8935022200","Low"
"8935022220","Low"
"8935022230","Low"
"8935022330","Low"
"8935022365","High"
"8935022493","Low"
"8935022510","Low"
"8935022555","Low"
"8935022640","Low"
"8935022660","Other"
"8935022680","Low"
"8935022770","Low"
"8935022780","Low"
"8935022790","Low"
"8935022920","Low"
"8935022940","Low"
"8935023020","Low"
"8935023030","Low"
"8935023060","Low"
"8935023080","Low"
"8935023190","Low"
"8935023300","Other"
"8935023320","Other"
"8935023330","Low"
"8935023430","Low"
"8935023450","Low"
"8935023540","Low"
"8935023590","Low"
"8935023620","Low"
"8935023700","Low"
"8935023730","Low"
"8935023750","Low"
"8935023760","Low"
"8935023810","Low"
"8935023840","Low"
"8935023860","Low"
"8935023970","Low"
"8935024120","Other"
"8935024160","Low"
"8935024180","Low"
"8935024190","Low"
"8935024231","Low"
"8935024240","Low"
"8935024290","Low"
"8935024360","Low"
"8935024380","Low"
"8935024390","Low"
"8935024410","Low"
"8935024510","Low"
"8935024520","Low"
"8935024530","Low"
"8935024550","Low"
"8935024570","Low"
"8935024750","Low"
"8935024870","Low"
"8935024920","Other"
"8935024960","Low"
"8935024970","Low"
"8935025010","Low"
"8935025100","Low"
"8935025110","Low"
"8935025140","Low"
"8935025150","Low"
"8935025280","Low"
"8935025340","Low"
"8935025400","Low"
"8935025430","Low"
"8935025440","Low"
"8935025540","Low"
"8935025560","Low"
"8935025580","Low"
"8935025620","Low"
"8935025700","Low"
"8935025800","Low"
"8935025820","Low"
"8935025910","Low"
"8935026072","Other"
"8935026120","Low"
"8935026130","Low"
"8935026270","Low"
"8935026430","Low"
"8935026480","Low"
"8935026490","Low"
"8935026500","Low"
"8935026542","Low"
"8935026550","Low"
"8935026570","Low"
"8935026610","Low"
"8935026620","Low"
"8935026660","Other"
"8935026690","Low"
"8935026710","Other"
"8935026720","Low"
"8935026780","Low"
"8935026790","Low"
"8935026830","Low"
"8935026860","Low"
"8935026930","Low"
"8935026970","Other"
"8935027030","Other"
"8935027080","Low"
"8935027091","Low"
"8935027120","Low"
"8935027130","Low"
"8935027160","Low"
"8935027330","Low"
"8935027410","Low"
"8935027480","Low"
"8935027550","Low"
"8935027581","Low"
"8935027582","Low"
"8935027610","Low"
"8935027660","Low"
"8935027670","Other"
"8935027780","Low"
"8935027810","Low"
"8935027840","Low"
"8935027860","Low"
"8935027902","Low"
"8935027940","Low"
"8935028000","Low"
"8935028010","Low"
"8935028030","Low"
"8935028070","Low"
"8935028090","High"
"8935028100","Low"
"8935028170","High"
"8935028200","Low"
"8935028230","Low"
"8935028240","Low"
"8935028250","Low"
"8935028260","Low"
"8935028281","Low"
"8935028480","High"
"8935028510","Low"
"8935028550","Low"
"8935028560","Low"
"8935028610","Low"
"8935028630","Low"
"8935028652","Low"
"8935028670","Low"
"8935028680","Low"
"8935028710","Low"
"8935028760","Low"
"8935028780","Low"
"8935028840","Low"
"8935028880","Low"
"8935028930","Low"
"8935028970","Low"
"8935029000","Low"
"8935029010","Low"
"8935029100","Low"
"8935029110","Low"
"8935029121","Low"
"8935029122","Low"
"8935029150","Low"
"8935029180","Other"
"8935029190","Low"
"8935029210","Low"
"8935029220","Low"
"8935029230","Other"
"8935029240","Low"
"8935029280","Low"
"8935029320","Low"
"8935029330","Low"
"8935029340","Other"
"8935029480","Low"
"8940000070","Low"
"8940000090","Low"
